BOM,Ind Model,HQ Model,Ind ODF,HQ ODF,Project ID,Software Version,Panel,MB,Chassis,PSU,RC,MODULE Panel,（L)/LB,（R)/LB,WIFI BOARD,BLUEE TOOTH,TOP Panel SPONGE STRIPE,L&R Panel SPONGE STRIPE,"
DR",CAMERA(ON TOP EPS),LVDS CABLE-L,LVDS CABLE-R,FFC CABLE(L&R),Stand Base-L,Stand Base-R,Package,增亮片(BRIGHTENER),增亮片(BRIGHTENER),反射片,
Z2U10101018199,75U64,75U64,ALW228672L,GLW228672L,PROJECT ID\442,V8-T653T01-LF1V001,12201-500190,G0301-000267-Z00,R51AGTD-AP,30805-000419,21001-000139,N0404-000426,N0101-000265,N0101-000266,30944-000015,0,5A-UTUFTH-330,5A-UTUFTH-4A0/5A-UTUFTH-4B0,0,0,12102-501038,12102-501038,12102-501179,0,0,76-A01251-0ATLG,,,,
Z2U10101017128,55P655,55P655,ALW228672J,GLW228672J,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,R51APTP-AP,30102-000043,21001-000139,N0404-000992,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500980,12102-500979,12102-500652,40105-000481,0,76-A02666-0ATRK,,,,
Z2U10101016712,55V6B,55V6B,ALW227996D,GLW227996D,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,R51APTP-AP,30102-000043,21001-000139,N0404-000247,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500979,12102-500980,12102-500652,0,40105-000481,76-A02666-0ATRK,,,,
Z2U10201005196,65C655,65C655,ALW227996E,GLW227996E,PROJECT ID\320,V8-T800T02-LF1V001,12201-500149,30800-001276,TC80T6T-AP,30805-000447,21001-000139,N0404-000292,B0101-001379,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,40105-000789,40105-000790,76-A02655-0ATRB,,,,
Z2S10101018286,32L4B,32S41B,ALW227998F,GLW227998F,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000208-W10,MT21XTH-AP,0,21001-000166,N0404-001338,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501017,12102-501032,0,0,0,76-A02525-0ATLDB,,,,
Z2S10201005234,43C655,43C655,ALW227998G,GLW227998G,PROJECT ID\312,V8-T800T02-LF1V001,12201-500214,30800-001274,TC80T6T-AP,30805-000455,21001-000139,N0404-000970,N0101-000471,N0101-000472,30944-000065,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501281,12102-501282,G0702-000204,68-40D29B-2001JHFK,0,76-A02977-0ATRBB,,,,
Z2S10201005457,50C655,50C655,ALW228669E,GLW228669E,PROJECT ID\322,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001274,TC80T6T-AP,30805-000439,21001-000139,N0404-000976,N0101-000278,N0101-000279,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501275,12102-501096,H0903-000206,H0903-000207,76-A00742-0ATRBB,,,,
Z2S10201005458,50C61B,50C655,ALW228669H,GLW228669H,PROJECT ID\322,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001274,TC80T6T-AP,30805-000439,21001-000139,0,N0101-000279,N0101-000278,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501276,12102-501096,0,0,76-A00742-0ATRBB,,,,
H7-43S11FJT-ID1D,43A9,43S5400A,MAA228667B,DTJ8017303,NO,NO,12201-500212,S8-6MT221A43-T04T,6MT221A1T2A,S8-6MT221A43-T04T,21001-000139,T8-43S11F0-LPFY015,4L-ZX043T-HR003C,0,30130-000012,0,54-FP3509-950B,54-FP3509-539B,0,0,46-FCH022-07G01XX,46-FCH019-68G01XX,0,0,68-40D29B-2009ACK,76-665510-1ATY6,,,,
H7-32S11FJT-ID1A,32G9,32S5400,MAA228667C,DTJ8017304,5715,V8-T221T02-LF1V019.000440,12201-500165,S8-5MT221A32-C11T,5MT221A3T2A,S8-5MT221A32-C11T,21001-000088,T8-32S11F0-LPFY007,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,0,0,46-YW180A1-07DX0G,46-FCH022-68G01XX,46-MM015L-06W01G,68-32D29B-1001ACK,0,76-581050-3ATU4,,,,
H7-43S11FJT-ID1B,43G9,43S5400,MAA228667D,DTJ8017305,ID:5711,NO,12201-500185,S8-6MT221AMA-T01T,6MT221A1T2A,S8-6MT221AMA-T01T,21001-000088,T8-43S11F0-LPFY006,4L-ZX043T-HR005C,0,30130-000012,0,54-FP3509-950B,54-FP3509-539B,0,0,46-FCH022-07G01XX,46-FCH010-51G03XX,46-CNG020-06G01XX,68-40D29B-2009ACK,0,76-665510-1ATZ2,,,,
Z2U10101016712,55V6B,55V6B,ALW228672C,GLW228672C,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,R51APTP-AP,30102-000043,21001-000139,N0404-000247,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500979,12102-500980,12102-500652,0,40105-000481,76-A02666-0ATRK,,,,
Z2S10101014726,iFF43S53,iFF43S53,ALW227996L,GLW227996L,PROJECT ID\3698,V8-T221T05-LF1V001,12201-500212,30904-000278,MT21TT8-AP,0,21001-000066,40904-003450,B0101-001286,0,30130-000012,0,5A-UTUFTH-4D0,5A-UTUFTH-4C0,0,0,46-YW200B1-07DX0G,12102-500912,0,68-40D29B-2001JHFK,0,76-A01860-1ATLDB,,,,
Z2S10101015734,50P755,50P755,ALW228669A,GLW228669A,PROJECT ID\310,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001269,TC80T6T-AP,30805-000455,21001-000139,0,N0101-000249,N0101-000250,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501275,12102-501096,40105-000830,0,76-A00742-0ATRAB,,,,
Z2U10401003721,98X955,98X955,ALW227996H,GLW227996H,PROJECT ID\5619,V8-T653T01-LF1V001,12201-500200,G0301-000478-Z00,,30805-000396,G0401-000234,N0404-001300,40908-000182,40908-000183,30944-000057,,40108-000242/40108-000241,40108-000143/40108-000168/40108-000499,,,12102-500354,G0702-000481/G0702-000482,12102-501073,,,76-A02254-0ATLB,,,,
Z2S10201005234,43C655,43C655,ALW228669D,GLW228669D,PROJECT ID\312,V8-T800T02-LF1V001,12201-500214,30800-001274,TC80T6T-AP,30805-000455,21001-000139,N0404-000970,N0101-000471,N0101-000472,30944-000065,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501281,12102-501282,G0702-000204,68-40D29B-2001JHFK,0,76-A02977-0ATRBB,,,,
Z2U10401002629,65C755,65C755,ALW209874N,GLW209874N,441,V8-T653T01-LF1V001,12201-500189,G0301-000267-Z00,M653G5T-AP,30805-000378,21001-000139,N0404-000363,N0101-000544-B00/N0101-000545-B00,N0101-000546-B00,30944-000015,0,5A-UTUFTH-2Q0,5A-UTUFTH-2P0,0,0,12102-501130,12102-501039,12102-501095,0,0,76-640140-0ATLG,,,,
Z2S10101014361,55P635,55P635,ALW206076D,GLW206076D,,,,30904-000301,,,21001-000088,40904-001369,,,,,,,,,12102-500527,12102-500528,12102-500628,,,,,,,
H7-32S11FJT-ID1C,32S5400A,32S5400AF,MAA229436A,,595,V8-T221T05-LF1V133.000445,12201-500165,S8-5MT221A32-C20T,MT21XT9-AP,S8-5MT221A32-C20T,21001-000088,T8-32S11F0-LPFY009,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,NO,NO,46-YW180A1-07DX0G,46-FCH022-68G01XX,0,T8-32S11STD-BS012,0,76-581050-3ATU3,,,,
H7-40S11FJT-ID0B,40S5400A,40S5400A,MAA229436B,,NO,NO,12201-500202,S8-6MT221A40-T06T,MT21-MJ,S8-6MT221A40-T06T,21001-000088,T8-40S11F0-LPFY007,4L-ZX040T-HR005C,0,30130-000012,NO,54-FP3509-492B1,54-FP3009-888B,NO,NO,46-FCH010-51G01XX,46-FCH022-07G01XX,NO,68-40D29B-2009ACK,NO,76-666380-0ATX6,,,,
H7-43S11FJT-ID1C,43S5400A,43S5400A,MAA229436C,,NO,NO,12201-500212,S8-6MT221A43-T04T,MT21-MJ,0,21001-000066,0,4L-ZX043T-HR003C,0,0,0,0,0,0,0,46-FCH022-07G01XX,46-FCH019-68G01XX,0,0,0,76-665510-1ATY6,,,,
H7-32S11FJT-ID0A,32S5400,32S5400,MAA229436D,,5715,V8-T221T02-LF1V019.000440,12201-500165,S8-5MT221A32-C11T,MT21-MJ,02-5MT221A32-C11T,21001-000088,T8-32S11F0-LPFY007,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,0,0,46-YW180A1-07DX0G,46-FCH022-68G01XX,46-MM015L-06W01G,68-32D29B-1001ACK,0,76-581050-3ATU4,,,,
Z2S10101018304,32S41B,32S41B,ALW229437A,GLW229437A,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000206-W20,MT21XTH-AP,0,21001-000166,N0404-001338,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501032,12102-501017,0,0,0,76-A02525-0ATLDB,,,,
Z2S10201005444,43C61B,43C655,ALW229437B,GLW229437B,PROJECT ID\312,V8-T800T02-LF1V001,12201-500214,30800-001274,TC80T6T-AP,30805-000455,21001-000139,0,N0101-000228,N0101-000471,30944-000065,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501282,12102-501281,G0702-000204,0,0,76-A02977-0ATRBB,,,,
Z2S10201005458,50C61B,50C655,ALW229437C,GLW229437C,PROJECT ID\322,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001274,TC80T6T-AP,30805-000439,21001-000139,0,N0101-000279,N0101-000278,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501276,12102-501096,0,0,76-A00742-0ATRBB,,,,
Z2S10101018628,iFF32S53,iFF32S53,ALW229438A,GLW229438A,PROJECT ID\14498,V8-T221T05\V8-T221T05-LF1V001,12201-500166,G0321-000214-W20,MT21XTH-AP,0,21001-000157,N0404-001483,0,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501032,12102-501178,0,0,0,76-002135-0AP,,,,
Z2S10101018981,43P755,43P755,ALW229438B,GLW229438B,PROJECT ID\409,V8-T800T02-LF1V001,N0201-000218,30800-001269,TC80T6T-AP,30805-000450,21001-000139,N0404-001587,N0101-000583-C00,N0101-000584-C00,30944-000065,0,5A-UTUFTH-4D0,5A-UTUFTH-4C0,0,0,12102-501281,12102-501282,G0702-000204,0,0,76-A02977-0ATRAB,,,,
Z2S10101016985,43U64,iFF43U64,ALW229438C,GLW229438C,PROJECT ID\3662,V8-R51AT01-LF1V001,12201-500214,30800-000819,R51APTO-AP,30102-000003,21001-000139,N0404-000679,N0101-000289,0,0,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-500528,12102-500527,12102-500628,0,0,76-A00321-0ATKGB,,,,
Z2S10101016984,50U64,iFF50U64,ALW229438D,GLW229438D,PROJECT ID\3661,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30904-000317,R51APTO-AP,30102-000045,21001-000144,N0404-000616,N0101-000490,0,30112-000048,0,5A-UTUFTH-3T001,5A-UTUFTH-25001,0,0,12102-501078,12102-501079,12102-500628,0,40105-000490,76-A03068-0ATRC,,,,
Z2U10101015767,65U64,iFF65U64,ALW229438E,GLW229438E,PROJECT ID\3664,V8-R51AT01-LF1V001,12201-500149,30904-000318,R51APTO-AP,30805-000458,21001-000144,N0404-000355,N0101-000313,N0101-000314,30112-000048,0,40108-000492,40108-000491,0,0,12102-500650,12102-500651,12102-500628,40105-000485,0,76-A02655-0ATRG,,,,
Z2U10101018199,75U64,75U64,ALW229438F,GLW229438F,PROJECT ID\442,V8-T653T01-LF1V001,12201-500190,G0301-000267-Z00,R51AGTD-AP,30805-000419,21001-000139,N0404-000426,N0101-000265,N0101-000266,30944-000015,0,5A-UTUFTH-330,5A-UTUFTH-4A0/5A-UTUFTH-4B0,0,0,12102-501038,12102-501038,12102-501179,0,0,76-A01251-0ATLG,,,,
H7-40S11FJT-ID0B,40S5400A,40S5400A,DTJ8017414,MAA229436B,NO,NO,12201-500202,S8-6MT221A40-T06T,6MT221A1T2A,S8-6MT221A40-T06T,21001-000088,T8-40S11F0-LPFY007,4L-ZX040T-HR005C,0,30130-000012,NO,54-FP3509-492B1,54-FP3009-888B,NO,NO,46-FCH010-51G01XX,46-FCH022-07G01XX,NO,68-40D29B-2009ACK,NO,76-666380-0ATX6,,,,
H7-32S11FJT-ID0A,32S5400,32S5400,DTJ8017416,MAA229436D,5715,V8-T221T02-LF1V019.000440,12201-500165,S8-5MT221A32-C11T,5MT221A3T2A,02-5MT221A32-C11T,21001-000088,T8-32S11F0-LPFY007,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,0,0,46-YW180A1-07DX0G,46-FCH022-68G01XX,46-MM015L-06W01G,68-32D29B-1001ACK,0,76-581050-3ATU4,,,,
Z2U10101017128,55P655,55P655,ALW229969C,GLW229969C,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,R51APTP-AP,30102-000043,21001-000139,N0404-000992,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500980,12102-500979,12102-500652,40105-000481,0,76-A02666-0ATRK,,,,
Z2U10201005196,65C655,65C655,ALW229969D,GLW229969D,PROJECT ID\320,V8-T800T02-LF1V001,12201-500149,30800-001276,TC80T6T-AP,30805-000447,21001-000139,N0404-000292,B0101-001379,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,40105-000789,40105-000790,76-A02655-0ATRB,,,,
Z2U10101015168,85C655,85C655,ALW229969E,GLW229969E,PROJECT ID\311,V8-T800T02-LF1V001,12201-500191,30800-001273,TC80G1T-AP,G0504-000211-Z00,21001-000139,40904-003408,B0101-001368,0,30944-000067,0,40108-000303,40108-000304/40108-000305,0,0,12102-501183,12201-500191,12102-501180,40105-000795,40105-000796,76-A02362-0ATRA,,,,
Z2U10101013458,98P745,98P745,ALW229969F,GLW229969F,PROJECT ID\340,V8-T653T01-LF1V001,12201-500175,30800-001098,M653G8T-AP,30805-000388,21001-000139,40904-003338,B0101-001114,0,30944-000015,0,0,0,0,0,12102-501025,12102-501094,12102-500565,40105-000678,0,76-A02254-0ATLA,,,,
Z2U10101015557,65V6B,65V6B,ALW229969G,GLW229969G,PROJECT ID\592,V8-R51AT01-LF1V001,12201-500149,30904-000318,R51APTO-AP,30805-000458,21001-000139,N0404-000259,N0101-000313,N0101-000314,30112-000048,0,40108-000492,40108-000491,0,0,12102-500650,12102-500651,12102-500628,0,40105-000488,0,,,,
Z2U10101015939,75V6B,75V6B,ALW229969H,GLW229969H,PROJECT ID\593,V8-R51AT01-LF1V001,12201-500150,30800-001260,R51AGTD-AP,G0504-000222-Z00,21001-000139,N0404-000246,N0101-000266,0,30112-000048,0,5A-UTUFTH-4A0/5A-UTUFTH-4B0,5A-UTUFTH-490,0,0,12102-500532,12102-500586,0,0,40105-000814,76-A01722-0ATRK,,,,
Z2U10101015767,65U64,iFF65U64,ALW229969K,GLW229969K,PROJECT ID\3664,V8-R51AT01-LF1V001,12201-500149,30904-000318,R51APTO-AP,30805-000458,21001-000144,N0404-000355,N0101-000313,N0101-000314,30112-000048,0,40108-000492,40108-000491,0,0,12102-500650,12102-500651,12102-500628,40105-000485,0,76-A02655-0ATRG,,,,
Z2U10101018199,75U64,75U64,ALW229969L,GLW229969L,PROJECT ID\442,V8-T653T01-LF1V001,12201-500190,G0301-000267-Z00,R51AGTD-AP,30805-000419,21001-000139,N0404-000426,N0101-000265,N0101-000266,30944-000015,0,5A-UTUFTH-330,5A-UTUFTH-4A0/5A-UTUFTH-4B0,0,0,12102-501038,12102-501038,12102-501179,0,0,76-A01251-0ATLG,,,,
Z2S10101018628,iFF32S53,iFF32S53,ALW229969I,GLW229969I,PROJECT ID\14498,V8-T221T05\V8-T221T05-LF1V001,12201-500166,G0321-000214-W20,0,0,21001-000157,N0404-001483,0,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501032,12102-501178,0,0,0,76-002135-0AP,,,,
Z2S10101018005,32S4500A,32S4500A,ALW229437D,GLW229437D,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000206-W20,MT21XTH-AP,0,21001-000166,N0404-001209,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501017,12102-501032,0,0,0,76-A02525-0ATLDB,,,,
H7-32S11FJT-ID0A,32S5400,32S5400,MAA229436E,DTJ8017488,5715,V8-T221T02-LF1V019.000440,12201-500165,S8-5MT221A32-C11T,5MT221A3T2A,02-5MT221A32-C11T,21001-000088,T8-32S11F0-LPFY007,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,0,0,46-YW180A1-07DX0G,46-FCH022-68G01XX,46-MM015L-06W01G,68-32D29B-1001ACK,0,76-581050-3ATU4,,,,
H7-32S11FJT-ID1B,32A9,32S5400AF,MAA229436F,DTJ8017469,595,V8-T221T05-LF1V133.000445,12201-500165,S8-5MT221A32-C20T,5MT221A3T2A,S8-5MT221A32-C20T,21001-000088,T8-32S11F0-LPFY009,4L-ZX032T-HR001X,0,30130-000012,NO,54-FP3009-711B3,54-FP3009-403B,NO,NO,46-YW180A1-07DX0G,46-FCH022-68G01XX,NO,68-32D29B-1001ACK,NO,76-581050-3ATU3,,,,
Z2S10201005240,55C655,55C655,ALW230431D,GLW230431D,PROJECT ID\321,V8-T800T02-LF1V001,4A-LD55O5-CS36GTA,30800-001276,TC80T6T-AP,30805-000420,21001-000139,N0404-000305,B0101-001385,0,30944-000065,0,40108-000552,40108-000592,0,0,12102-501255,12102-501256,12102-501182,0,0,76-A02666-0ATRBB,,,,
Z2S10101018005,32S4500A,32S4500A,ALW230431A,GLW230431A,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000206-W20,MT21XTH-AP,0,21001-000166,N0404-001209,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501017,12102-501032,0,0,0,76-A02525-0ATLDB,,,,
Z2S10201005234,43C655,43C655,ALW230431B,GLW230431B,PROJECT ID\312,V8-T800T02-LF1V001,12201-500214,30800-001274,TC80T6T-AP,30805-000455,21001-000139,N0404-000970,N0101-000471,N0101-000472,30944-000065,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501281,12102-501282,G0702-000204,68-40D29B-2001JHFK,0,76-A02977-0ATRBB,,,,
Z2S10201005457,50C655,50C655,ALW230431C,GLW230431C,PROJECT ID\322,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001274,TC80T6T-AP,30805-000439,21001-000139,N0404-000976,N0101-000278,N0101-000279,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501275,12102-501096,H0903-000206,H0903-000207,76-A00742-0ATRBB,,,,
H7-43S11FJT-ID1D,43A9,43S5400A,DTJ8017303,MAA228667B,NO,NO,12201-500212,S8-6MT221A43-T04T,6MT221A1T2A,S8-6MT221A43-T04T,21001-000139,T8-43S11F0-LPFY015,4L-ZX043T-HR003C,0,30130-000012,0,54-FP3509-950B,54-FP3509-539B,0,0,46-FCH022-07G01XX,46-FCH019-68G01XX,0,0,68-40D29B-2009ACK,76-665510-1ATY6,,,,
H7-32S11FJT-ID1A,32G9,32S5400,DTJ8017304,MAA228667C,5715,V8-T221T02-LF1V019.000440,12201-500165,S8-5MT221A32-C11T,5MT221A3T2A,S8-5MT221A32-C11T,21001-000088,T8-32S11F0-LPFY007,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,0,0,46-YW180A1-07DX0G,46-FCH022-68G01XX,46-MM015L-06W01G,68-32D29B-1001ACK,0,76-581050-3ATU4,,,,
H7-43S11FJT-ID1B,43G9,43S5400,DTJ8017305,MAA228667D,ID:5711,NO,12201-500185,S8-6MT221AMA-T01T,6MT221A1T2A,S8-6MT221AMA-T01T,21001-000088,T8-43S11F0-LPFY006,4L-ZX043T-HR005C,0,30130-000012,0,54-FP3509-950B,54-FP3509-539B,0,0,46-FCH022-07G01XX,46-FCH010-51G03XX,46-CNG020-06G01XX,68-40D29B-2009ACK,0,76-665510-1ATZ2,,,,
H7-32S11FJT-ID1C,32S5400A,32S5400AF,DTJ8017413,MAA229436A,595,V8-T221T05-LF1V133.000445,12201-500165,S8-5MT221A32-C20T,5MT221A3T2A,S8-5MT221A32-C20T,21001-000088,T8-32S11F0-LPFY009,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,NO,NO,46-YW180A1-07DX0G,46-FCH022-68G01XX,0,T8-32S11STD-BS012,0,76-581050-3ATU3,,,,
H7-40S11FJT-ID1B,40A9,40S5400A,DTJ8017574,MAA230432A,0,0,12201-500202,S8-6MT221A40-T06T,6MT221A1T2A,S8-6MT221A40-T06T,21001-000088,T8-40S11F0-LPFY008,4L-ZX040T-HR005C,0,30130-000012,0,54-FP3009-888B,54-FP3509-492B1,0,0,46-FCH010-51G03XX,46-FCH022-07G01XX,46-CNG020-06G01XX,68-40D29B-2009ACK,0,76-666380-0ATX6,,,,
H7-40S11FJT-ID1A,40G9,40S5400,DTJ8017575,MAA230432B,5715,V8-T221T02-LF1V019.000440,12201-500202,S8-6MT221A40-T01T,5MT221A3T2A,S8-6MT221A40-T01T,21001-000088,T8-40S11F0-LPFY006,4L-ZX040T-HR005C,0,30130-000012,0,54-FP3009-888B,54-FP3509-492B1,0,0,46-FCH022-07G01XX,46-FCH010-51G03XX,46-CNG020-06G01XX,T8-40PW0STD-BS003,0,76-666380-0ATV8,,,,
H7-43S11FJT-ID1C,43S5400A,43S5400A,DTJ8017576,MAA230432C,NO,NO,12201-500212,S8-6MT221A43-T04T,6MT221A1T2A,0,21001-000066,0,4L-ZX043T-HR003C,0,0,0,0,0,0,0,46-FCH022-07G01XX,46-FCH019-68G01XX,0,0,0,76-665510-1ATY6,,,,
Z2S10101018940,43G60B-IU,43V6B,ALW229969A,GLW229969A,PROJECT ID\630,V8-R51AT01-LF1V001,12201-500224,30904-000317,#N/A,30102-000042,21001-000139,N0404-001627,N0101-000550-C00,,30112-000048,#N/A,5A-UTUFTH-4D001,5A-UTUFTH-4C001,#N/A,#N/A,12102-500527,12102-500528,12102-500628,#N/A,#N/A,76-A03075-0ATRDB,,,,
Z2S10101016006,55U64,iFF55U64,ALW229969J,GLW229969J,PROJECT ID\3671,V8-R51AT01-LF1V001,12201-500194,30904-000330,12201-500194,30102-000043,21001-000144,N0404-000358,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500979,12102-500980,12102-500652,0,40105-000490,76-A02666-0ATRGB,,,,
Z2S10101018941,55G60B-IU,55V6B,ALW229969B,GLW229969B,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,#N/A,30102-000043,21001-000139,N0404-000247,N0101-000475,#N/A,30112-000048,#N/A,40108-000552,40108-000592,#N/A,#N/A,G0702-000485,G0702-000486,12102-500652,40105-000502,#N/A,76-A02666-0ATRKB,,,,
Z2U10101015166,65P755,65P755,ALW230430A,GLW230430A,PROJECT ID\307,V8-T800T02-LF1V001,12201-500149,30800-001269,TC80T6T-AP,30805-000420,21001-000139,40904-003427,B0101-001303,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,0,40105-000761,76-A02655-0ATRA,,,,
Z2U10201005196,65C655,65C655,ALW230430B,GLW230430B,PROJECT ID\320,V8-T800T02-LF1V001,12201-500149,30800-001276,TC80T6T-AP,30805-000447,21001-000139,N0404-000292,B0101-001379,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,40105-000789,40105-000790,76-A02655-0ATRB,,,,
Z2U10101015168,85C655,85C655,ALW230430C,GLW230430C,PROJECT ID\311,V8-T800T02-LF1V001,12201-500191,30800-001273,TC80G1T-AP,G0504-000211-Z00,21001-000139,40904-003408,B0101-001368,0,30944-000067,0,40108-000303,40108-000304/40108-000305,0,0,12102-501183,12201-500191,12102-501180,40105-000795,40105-000796,76-A02362-0ATRA,,,,
Z2S10101018982,50G60B-IU,50V6B,ALW229969M,GLW229969M,PROJECT ID\621,V8-R51AT01-LF1V001,12201-500225,30904-000317,#N/A,30102-000045,21001-000139,N0404-001628,N0101-000490,#N/A,30112-000048,#N/A,40108-000594,40108-000591,#N/A,#N/A,12102-501079,12102-501078,12102-500628,#N/A,#N/A,76-A03068-0ATRDB,,,,
H7-32S11FJT-ID1B,32A9,32S5400AF,MAA230874A,DTJ8017642,595,V8-T221T05-LF1V133.000445,12201-500165,S8-5MT221A32-C20T,5MT221A3T2A,S8-5MT221A32-C20T,21001-000088,T8-32S11F0-LPFY009,4L-ZX032T-HR001X,0,30130-000012,NO,54-FP3009-711B3,54-FP3009-403B,NO,NO,46-YW180A1-07DX0G,46-FCH022-68G01XX,NO,68-32D29B-1001ACK,NO,76-581050-3ATU3,,,,
H7-40S11FJT-ID1B,40A9,40S5400A,MAA230874B,DTJ8017643,0,0,12201-500202,S8-6MT221A40-T06T,6MT221A1T2A,S8-6MT221A40-T06T,21001-000088,T8-40S11F0-LPFY008,4L-ZX040T-HR005C,0,30130-000012,0,54-FP3009-888B,54-FP3509-492B1,0,0,46-FCH010-51G03XX,46-FCH022-07G01XX,46-CNG020-06G01XX,68-40D29B-2009ACK,0,76-666380-0ATX6,,,,
H7-43S11FJT-ID1B,43G9,43S5400,MAA230874C,DTJ8017644,ID:5711,NO,12201-500185,S8-6MT221AMA-T01T,6MT221A1T2A,S8-6MT221AMA-T01T,21001-000088,T8-43S11F0-LPFY006,4L-ZX043T-HR005C,0,30130-000012,0,54-FP3509-950B,54-FP3509-539B,0,0,46-FCH022-07G01XX,46-FCH010-51G03XX,46-CNG020-06G01XX,68-40D29B-2009ACK,0,76-665510-1ATZ2,,,,
H7-32S11FJT-ID1C,32S5400A,32S5400AF,MAA230874D,DTJ8017645,595,V8-T221T05-LF1V133.000445,12201-500165,S8-5MT221A32-C20T,5MT221A3T2A,S8-5MT221A32-C20T,21001-000088,T8-32S11F0-LPFY009,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,NO,NO,46-YW180A1-07DX0G,46-FCH022-68G01XX,0,T8-32S11STD-BS012,0,76-581050-3ATU3,,,,
H7-40S11FJT-ID0B,40S5400A,40S5400A,MAA230874E,DTJ8017646,NO,NO,12201-500202,S8-6MT221A40-T06T,6MT221A1T2A,S8-6MT221A40-T06T,21001-000088,T8-40S11F0-LPFY007,4L-ZX040T-HR005C,0,30130-000012,NO,54-FP3509-492B1,54-FP3009-888B,NO,NO,46-FCH010-51G01XX,46-FCH022-07G01XX,NO,68-40D29B-2009ACK,NO,76-666380-0ATX6,,,,
H7-43S11FJT-ID1C,43S5400A,43S5400A,MAA230874F,DTJ8017647,NO,NO,12201-500212,S8-6MT221A43-T04T,6MT221A1T2A,0,21001-000066,0,4L-ZX043T-HR003C,0,0,0,0,0,0,0,46-FCH022-07G01XX,46-FCH019-68G01XX,0,0,0,76-665510-1ATY6,,,,
